"","PST045214","PST040210","PST120214","POP010210","AGE135214","AGE295214","AGE775214","SEX255214","RHI125214","RHI225214","RHI325214","RHI425214","RHI525214","RHI625214","RHI725214","RHI825214","POP715213","POP645213","POP815213","EDU635213","EDU685213","VET605213","LFE305213","HSG010214","HSG445213","HSG096213","HSG495213","HSD410213","HSD310213","INC910213","INC110213","PVY020213","BZA010213","BZA110213","BZA115213","NES010213","SBO001207","SBO315207","SBO115207","SBO215207","SBO515207","SBO415207","SBO015207","MAN450207","WTN220207","RTN130207","RTN131207","AFN120207","BPS030214","LND110210","POP060210","winner16"
"78",97322,96024,1.4,96024,5.7,20.9,21.7,51.7,87.7,8.5,0.7,0.8,0.1,2.3,5.3,82.9,83.5,3.6,5.6,86.8,20.9,10575,21.7,50542,68.6,17.2,130500,39881,2.37,23170,39162,20.7,2696,32235,-0.3,7724,10369,2,0.9,0,0,2.3,22.8,661675,0,1443438,14958,203277,43,677.78,141.7,"Rep"
"79",22327,22609,-1.2,22609,7.3,26.4,16.3,51.6,66.8,29.9,0.7,0.5,0.1,1.9,12.6,55.3,87.6,5.7,10.3,81.7,14.1,1556,19.7,10423,68,9.5,73100,8296,2.67,17376,32056,27.4,386,6036,-9.3,1060,1578,0,0,0,0,0,25.9,0,32782,204433,8807,21236,3,727.52,31.1,"Rep"
"80",13500,13789,-2.1,13789,6.9,26.1,16.9,51.3,75.8,20.9,1,0.7,0.1,1.4,11,65.7,88.8,6.2,12.4,76,12,875,18.7,6236,63.3,7.9,74500,5208,2.6,18707,35879,23.2,300,5881,-1,740,955,0,0,0,0,0,0,1081066,45101,160839,11402,9151,3,588.55,23.4,"Rep"
"81",36959,36647,0.9,36647,6.4,24,17,51.3,94.5,2.3,0.7,0.8,0.2,1.5,5.9,89.3,83.4,3.6,4.3,82.5,14.4,2826,19.7,16260,70.6,6.8,88900,14544,2.46,20289,35026,23.7,779,13970,-8.9,2431,3110,0,0,0,0,0.8,26.3,920041,174997,384242,11132,34685,48,763.95,48,"Rep"
"82",13486,13696,-1.5,13696,4.5,18.2,25,47.6,95.4,1.8,1.1,0.3,0,1.4,1.9,93.8,86.6,2.3,2.5,79.8,11.7,1605,23.4,7214,78,4.5,73900,5682,2.26,18040,30661,18.7,206,1988,3.2,847,0,0,0,0,0,0,0,0,0,104699,8035,3275,3,580.58,23.6,"Rep"
"83",72297,77435,-6.6,77435,6.2,23.3,15.1,50.8,41.7,55.5,0.4,0.9,0.1,1.3,1.9,40.3,85.1,1.4,3.1,83,17.5,5858,21.3,33242,64.5,14.8,81100,28367,2.47,19353,37140,23.9,1371,21243,-3.4,3802,4083,28.1,0,2.9,0,0,25.6,0,0,867380,10922,87074,55,870.75,88.9,"Dem"
"84",26005,25540,1.8,25540,7.1,24.8,15.8,50.3,93.4,2.1,1.2,1.2,0.1,1.9,13.5,81.1,86.2,6.3,12.1,79.7,14.7,1887,20.5,11351,66.2,11.9,88700,10046,2.49,19366,31003,20.1,394,7204,-4.5,1376,2100,0,0,0,0,0,28.6,546790,44214,196775,7942,20545,3,659.8,38.7,"Rep"
"85",7111,7645,-7,7645,4.7,20.2,21.5,51.7,61.1,37.1,0.4,0.5,0,1,2,59.7,89.7,0.7,1.2,77.5,10.7,534,24.9,4342,72.7,6.5,52200,2722,2.7,17212,29732,24.1,111,780,0.8,321,0,0,0,0,0,0,0,0,0,32850,4257,1519,0,528.27,14.5,"Rep"
"86",9860,10424,-5.4,10424,5.4,19.6,16.7,44,43.1,54.2,0.6,0.5,0,1.6,2.7,41,87.7,0.8,1,70.1,7.1,485,20.4,4364,57,14.8,54700,3491,2.54,12529,25034,31.5,127,907,-5.1,643,532,0,0,0,0,0,23.7,0,84657,35796,3345,2793,0,602.62,17.3,"Dem"
"87",71557,68354,4.7,68356,6.7,26.4,12.6,50.5,90.4,6.2,0.7,0.9,0.1,1.8,4,86.8,85.3,2.1,2.5,86.7,18.2,7426,25.6,28618,73.2,9.3,120600,25052,2.74,23218,52582,13.2,1002,10181,2.7,4220,5253,4.1,0,0.7,0,2.2,21.5,0,161592,497238,7821,46387,263,770.73,88.7,"Rep"
"88",15740,15720,0.1,15717,6.2,23.5,17.5,49.9,95.2,0.4,1.7,0.8,0.4,1.6,5.4,90.4,88.3,2.3,4.7,76.6,10.3,1279,29.6,7485,76.5,3.1,92800,6048,2.58,18754,35771,22.6,189,2422,1.7,1237,1202,0,0,0,0,0,0,0,0,114683,7381,3245,0,834.26,18.8,"Rep"
"89",16367,16653,-1.7,16653,4.4,17.3,26.8,50.3,96.5,0.4,0.9,0.3,0.1,1.8,2.3,94.6,88.5,2.4,1.9,83.6,12.9,2267,24.1,9333,79.5,5.1,92700,7036,2.34,18188,34494,18.9,213,3002,2.6,1165,2094,0,0,0,0,0,0,350144,0,87884,5291,8605,2,597.01,27.9,"Rep"
"90",43428,43462,-0.1,43462,7,24.1,15.2,50.8,71.7,25.1,0.8,0.6,0.1,1.8,3.1,69.3,80.8,0.9,3.2,85.1,13.9,3406,20.2,19415,67.2,19.2,92900,16950,2.49,20636,41319,19.5,704,10926,-3.1,2423,3160,11.3,0,1.1,0,0,18.9,712872,0,407683,9503,43650,37,625.58,69.5,"Rep"
"91",44235,46480,-4.8,46480,7,26.7,13.4,51.3,62.8,34.9,0.5,0.5,0,1.3,4,59.4,82.1,1.8,4.2,77.8,13,3002,18.2,20506,58.8,17.3,75300,17058,2.64,18905,36428,24.9,836,17787,17,2083,2231,13.4,0,0,0,0,28.9,5010206,0,421872,9051,45822,30,900.57,51.6,"Rep"
"92",7582,8150,-7,8149,5.8,21.2,20.3,52.5,56.7,40.3,0.7,0.6,0,1.7,2.2,55.1,87.6,0.8,1.5,75.3,11.3,629,19.5,4432,63.5,14.6,52200,3393,2.33,16939,27263,28.8,197,1723,1.4,534,832,0,0,0,0,0,0,0,64682,82241,9599,8190,1,607.12,13.4,"Rep"
"93",9082,9487,-4.3,9487,4.3,19.2,25.4,50.1,95.1,0.6,1.3,0.7,0,2.3,3.6,92.3,86.1,1.7,3.8,82.3,12.9,1139,25.9,5747,79.8,3.2,76400,3873,2.39,19021,31345,22,141,920,2.6,740,922,0,0,0,0,0,0,0,0,32370,3570,18197,0,779.88,12.2,"Rep"
"94",8723,8997,-3,8997,6.4,22.7,19.4,50.6,67.1,30.5,0.5,0.4,0.1,1.6,3.3,64.1,87,1,2.7,82.1,12.8,762,25.1,4542,73.1,5.9,64600,3622,2.41,18695,33694,26.5,123,1948,3.1,471,622,0,0,0,0,0,0,0,0,136792,14660,3228,0,617.84,14.6,"Rep"
"95",24828,26121,-5,26120,6.2,23,18.3,52.6,57,40.3,0.4,0.5,0.1,1.8,2.2,55.4,89.4,1,1.6,84.7,15.5,2039,22.7,13067,66.3,8.9,70000,10733,2.36,18975,32015,23.1,530,7423,-2.4,1292,2153,13.6,0,0,0,0,0,0,0,185662,7135,14614,3,732.78,35.6,"Rep"
"96",10245,10441,-1.9,10445,5.2,22.1,17.9,50.3,94.8,2.2,0.8,0.2,0,2,2.8,92.4,87.6,0.8,0.8,84.6,11.9,1002,34.8,4900,79.5,2.5,77700,3903,2.61,22047,42455,15.6,107,816,0.5,700,636,0,0,0,0,0,0,0,1528,32763,3162,1718,1,551.4,18.9,"Rep"
"97",19930,21757,-8.4,21757,8,27.2,16.3,53,36.5,61.6,0.4,0.4,0,1.2,1.7,35.6,82.1,0.6,1.9,72.8,12,1271,18.3,10163,54.5,17.2,59500,8339,2.52,16830,26737,33.5,414,4195,1.2,1419,1791,26.7,0,0,0,0,33.4,0,0,229411,10468,13481,34,695.66,31.3,"Dem"
"98",11024,11291,-2.4,11291,5.8,22.8,18.6,50.2,93.3,3.5,1.1,0.7,0,1.5,6.6,87.6,84.3,3.7,5.5,80.1,13.8,862,24.1,5569,73.1,6.1,75200,4325,2.55,18377,32206,24.8,201,1792,5,866,964,0,0,0,0,0,15.1,0,92105,52793,4876,6825,0,600.62,18.8,"Rep"
"99",24246,24583,-1.4,24583,6.4,23.7,17.1,51.4,89.8,8,0.3,0.3,0,1.6,2.7,87.5,81.7,1.3,2.3,73.3,8.6,1835,23.5,10937,62.5,12.7,71300,9369,2.56,16919,32089,28.1,365,3546,-1.9,1424,1682,0,0,0,0,0,20.3,172016,0,193122,7762,11615,9,758.39,32.4,"Rep"
"100",63201,61754,2.3,61754,6.2,22.8,14.4,50.1,92.4,3.2,1,1.2,0.1,2.1,8.4,84.8,83.4,3.5,6.9,81.9,20.7,4459,19.5,25915,69.8,14.2,110200,22603,2.63,19918,40453,19.3,1536,23438,0.5,3684,5192,0,0,0,0,1.8,21.3,1436684,234454,919267,15530,79437,53,812.55,76,"Rep"
"101",8304,8715,-4.7,8715,5,20.2,22,50.6,86.7,11.7,0.4,0.1,0,1,1.2,85.7,90.2,0.3,0.8,78.6,9.3,824,24.4,4493,72.9,7.6,72400,3737,2.26,18137,34855,21.2,157,905,0.3,496,572,0,0,0,0,0,9.3,0,28389,39496,4481,4266,11,647.96,13.4,"Rep"
"102",392702,382796,2.6,382748,7,23.7,13.5,52,59.2,36,0.5,2.2,0.1,2,6,54,83.3,5.2,7.9,89.2,31.2,31984,19.8,181406,60.4,26.3,140500,153720,2.47,27414,46013,17.2,12010,204171,0.7,26975,35392,14.1,1.2,2,0,2.1,26.7,5969537,13418974,6163074,16435,809950,1142,759.76,503.8,"Dem"
"103",17571,17969,-2.2,17969,5.7,22.5,19.9,50.9,96.8,0.9,0.5,0.4,0,1.3,1.9,95.2,85.4,0.6,1.6,80.4,12.3,1405,29.2,8522,75.3,7.7,74100,7244,2.42,18871,34418,21.8,325,3500,5.4,1252,1427,0,0,0,0,0,14.2,148093,39297,137421,7618,13904,11,652.19,27.6,"Rep"
"104",10693,11233,-4.8,11233,5.7,23.6,18.7,49.6,91.1,0.7,2.3,3.8,0,2.1,7.6,84.3,85.6,4.8,9.4,77,11.6,961,23,5183,73,8.3,82100,4324,2.55,18934,37448,20,154,2178,0.3,613,776,0,0,0,0,0,0,203046,9183,48651,4308,3086,42,892.32,12.6,"Rep"
"105",7929,8195,-3.2,8195,5,20.3,23.6,49.6,95.5,0.3,1.4,0.2,0,2.5,2.1,93.7,91.8,0.8,1.5,74.1,12,745,29.4,4895,77.5,5.1,85100,3296,2.43,16731,30779,26.1,116,1083,3.3,754,728,0,0,0,0,0,19.8,0,0,59109,7339,2859,0,666.1,12.3,"Rep"
"106",126776,125744,0.8,125744,6.8,24.5,14.5,51,82.9,6.8,2.3,4.5,0.3,3.4,13.4,71.1,84.7,9.5,14.5,82.2,19.2,10175,17.7,56034,62.8,22.6,114500,49294,2.53,23222,40471,21.2,3482,61045,-2.4,8225,10763,2.5,1.5,3.4,0,2.2,0,5676530,1313822,1825534,14995,207768,414,531.91,236.4,"Rep"
"107",17426,17058,2.2,17058,7.7,28.8,13.6,50.3,89,4.5,3.3,0.5,0.3,2.4,32.7,58.6,83.8,16.9,28.6,66.3,8.6,1055,21.4,6882,69.6,5.2,68800,5745,2.95,16021,35153,24.4,270,4148,-21.1,779,908,0,0,0,0,3.6,25.3,0,0,160591,9806,6925,8,565.13,30.2,"Rep"
"108",26899,28258,-4.8,28258,6.4,22.5,13.9,45.1,44.5,52.7,0.7,0.6,0,1.5,4.4,41.1,83.8,2.4,5.9,76,11.7,1905,20.6,10929,55.3,15.6,65600,9358,2.57,15511,30873,28.4,462,5148,-5,1882,2007,33.3,0,0,0,1.4,38.8,0,0,353772,13206,28530,0,634.77,44.5,"Dem"
"109",12494,12394,0.8,12394,4.9,20.1,25.4,50.4,96.6,0.4,0.8,0.4,0,1.8,1.8,95,84.5,0.8,1.3,78.9,14.2,1342,21.1,6757,78.3,4.1,88100,5135,2.41,17403,29832,25.5,234,2024,-2,1183,1918,0,0,0,0,0,17.8,0,32552,108393,9100,12052,8,606.41,20.4,"Rep"
"110",40227,41639,-3.4,41639,6.5,23.9,16.6,51.4,64.4,32.6,0.6,0.8,0.1,1.5,3.6,61.5,86.1,2.1,4,82.4,16.1,3090,18.2,19676,69.3,8.2,75000,16596,2.45,20718,37435,21.5,1140,16689,2.3,2733,3612,10.5,0,0.7,0,0,27.4,3901892,0,526384,12261,39958,87,1039.21,40.1,"Rep"
"111",16851,17294,-2.6,17295,4.9,19.7,24.6,50.3,96.3,0.5,0.9,0.4,0,1.9,3.1,93.5,88,1.6,2.8,81.4,13.6,1901,28.7,10341,78.1,9.5,86700,7063,2.4,18782,32517,24.5,338,3484,-4.2,1259,1819,0,0,0,0,0,0,0,50733,152073,9238,12534,3,708.14,24.4,"Rep"
"112",220792,203060,8.7,203065,7.4,25.3,10.7,49.9,87.3,3.5,1.5,2.6,2.5,2.6,16.2,72.2,75.2,11.6,18,82.6,28.7,12056,20.6,89775,55.9,31.3,148800,79214,2.53,23264,41248,20.7,4934,79392,0.5,14580,17653,0,1.5,1.2,0,4.4,22.4,3497554,1328121,2723279,13987,355688,1131,941.97,215.6,"Rep"
"113",78592,77076,2,77076,6.5,23.8,15.1,51.1,92.2,4.6,0.7,0.7,0.1,1.9,4.2,88.4,82.8,2.5,4.3,82.6,18.1,6022,22.8,33198,68.4,14.2,100100,29632,2.5,21793,42487,17.5,1519,22276,-4.6,5198,7525,1,0.6,0,0,0.7,17.2,1168164,0,803511,10907,79764,116,1035.08,74.5,"Rep"
"114",6910,7264,-4.9,7260,5.7,21.9,21.2,52,70.7,26.9,0.3,0.2,0.1,1.7,1.5,69.5,89.8,0.7,0.5,73.6,10.1,581,19.3,3882,62.9,13.5,58400,3070,2.29,19087,28259,24.3,138,1307,1,393,391,0,0,0,0,0,24.6,0,90943,64736,8451,1311,0,586.79,12.4,"Rep"
"115",21951,22185,-1.1,22185,6.5,25.1,17.1,50.2,93.9,2.1,1,1.6,0.1,1.4,18.9,76.1,84.7,12.7,19.1,71.3,9.4,1426,20.4,9732,66.4,10.2,91200,7917,2.74,16992,35535,22.7,307,4940,1,1159,1297,0,0,0,0,0,24.3,449599,5811,109292,5001,9171,1,929.98,23.9,"Rep"
"116",71828,71518,0.4,71518,7.6,29.3,13.5,50.6,23.4,0.9,73.5,0.4,0.1,1.8,6.4,19,91.7,1.7,57,74.5,10.4,4109,30,32651,76.5,5.8,83100,19055,3.7,12709,31476,36.2,463,6796,-2.4,2644,3732,0,31,0,0,6.2,0,0,18138,276872,3997,47781,38,11197.52,6.4,"Dem"
"117",127448,131357,-3,131346,6.5,22.4,19.9,49.2,87.9,4.7,1.7,2.2,0.4,3.1,34.6,56.1,80.9,11.6,27.4,85.8,22.5,18795,18.9,60504,68.8,13.3,146200,49174,2.47,23608,45755,17.1,2245,26387,-3.1,6369,8740,2.5,0.7,2.3,0,15.5,33,181316,102250,1313671,10284,171397,261,6165.69,21.3,"Rep"
"118",137682,134437,2.4,134421,6.1,21.8,11.1,50.6,66.4,1.6,27.3,1.8,0.2,2.8,13.9,54.9,79.8,5.3,23.5,87.6,31.1,8084,18.7,64217,59.5,19.1,220400,46198,2.74,23382,49555,23,3518,44834,0.9,8342,11407,0,7.6,2.1,0,5.6,31.1,1526810,475616,1691664,13273,717689,560,18618.89,7.2,"Dem"
"119",20231,20489,-1.3,20489,4.6,17.4,36.1,48.9,77.1,1.2,17.8,0.9,0.1,2.9,25.7,59.3,88.7,13.5,18.8,75.3,9.3,3044,12.4,16209,74,4.1,88800,10221,1.97,22200,35776,19.4,345,3739,-2.7,793,1241,0,2.7,0,0,0,32,0,65901,394370,19588,37986,26,4499.63,4.6,"Rep"
"120",4087191,3817357,7.1,3817117,6.7,25.1,13.8,50.6,84.4,5.7,2.8,4.1,0.3,2.8,30.3,57,80,14.9,26.3,86.4,29.8,271518,25.4,1680068,62.5,25.1,176500,1411727,2.72,27256,53596,16.7,86045,1491582,2.3,275014,311765,2.4,1.2,3.9,0,9.2,27.3,40182099,49760315,58688328,15153,8408940,18597,9200.14,414.9,"Rep"
"121",203361,200186,1.6,200186,4.6,18.7,26.9,49.7,92,1.3,2.9,1.2,0.2,2.3,15.8,78,79,6.9,10.9,83.8,11.9,26193,18.9,112313,69.4,10.2,133900,80230,2.43,20833,39200,19.4,3603,39476,0.1,10217,14568,1.1,2.6,1.6,0,4.6,25.9,1349965,423845,2837691,14489,274299,535,13311.08,15,"Rep"
"122",1004516,980263,2.5,980263,5.9,21.9,17.7,50.8,85.5,4.1,4.3,3.1,0.2,2.8,36.1,53.3,79.6,12.8,28.5,87.2,29.8,92409,24,448843,62.7,22.7,167500,384041,2.5,25269,45841,19.2,19962,305393,0.1,60686,75853,1.3,1.4,3.4,0,14.1,30.1,10365206,3056767,11928538,11969,2135243,3250,9187.04,106.7,"Dem"
"123",46695,47420,-1.5,47420,7.3,28.3,15.8,52,96.2,0.9,1.3,0.7,0.1,0.8,82.8,15.6,86.9,33.5,76.9,72.5,19.8,2223,19.8,18101,66.3,17.6,140000,15078,3.11,17664,37745,26.3,1145,10954,-0.1,4032,4599,0.6,0,1.6,0,47.1,25,0,0,681267,15958,67226,44,1236.92,38.3,"Dem"
"124",218844,211015,3.7,211033,4.1,17.4,28.1,51.1,93.6,0.9,2.1,1,0.1,2.2,14.2,80.9,80.7,6.8,10.4,90.2,24.2,27950,22.2,112523,70,10.7,184100,91349,2.28,25186,42987,15.8,5548,53338,1,17762,23563,0,0.8,1,0,6.9,25.4,763989,831416,2695406,12714,456458,968,8123.5,26,"Rep"
"125",203247,195750,3.8,195751,7.5,26.2,17.4,48.8,91.3,2.7,2.2,1.5,0.3,2,61.7,32.9,82.7,25.3,51.2,71.9,14.3,15380,18.8,89918,69.6,12.3,118000,70122,2.73,18840,41595,20.2,2851,39710,-0.6,8290,10158,0,2.4,2.1,0,33.9,29.8,891604,0,2004643,10596,271852,594,5513.99,35.5,"Rep"
"126",1610921,1510261,6.7,1510271,6.1,21.4,12.5,51,51.7,12.1,1.1,28.9,1,5.2,22.7,32.8,84.1,30.8,43.1,86.4,41.8,63738,28.8,592355,53.2,38.2,493800,545071,2.76,35763,72112,12.5,37108,598309,1.9,124216,140342,6.8,0,24.4,0,8.9,32.2,25236865,35674007,17909054,12359,2807766,3438,739.02,2043.6,"Dem"
"127",1116,1175,-5,1175,3.3,20,21.1,48,70.3,0.3,24.7,1.3,0,3.4,9.6,64.7,84.8,3.8,9.9,90.4,31.2,177,23.7,1765,81.5,35.7,333600,394,2.9,25527,58636,16.6,36,176,-71.5,101,122,0,0,0,0,0,0,0,0,0,0,0,3,738.33,1.6,"Dem"
"128",36742,38091,-3.5,38091,3.7,15.3,25.1,46.9,90.7,2.1,2.2,1.4,0.2,3.3,13,79.6,86.1,5.7,9.6,88.1,19.3,4631,30,18249,76.1,8.5,270500,14262,2.32,27347,53684,12.6,786,7768,2.9,2678,3491,0,0,0,0,0,23,142958,0,1800754,46797,61202,22,594.58,64.1,"Rep"
"129",1111339,1049197,5.9,1049025,5.8,23.4,14.2,51.3,67.3,9.6,1,16.4,0.6,5.1,25.2,45.6,85.3,23.5,33.3,88.8,39,57474,33.3,406772,65.9,23.6,404000,375855,2.81,38219,78756,10.5,22338,306661,3.5,82405,95688,4.1,1.4,14.8,0.3,10.9,31.2,32021431,6643987,11763753,11641,1562250,2001,715.94,1465.2,"Dem"
"130",183087,181057,1.1,181058,4.4,20.9,18,49.9,89.8,1,1.3,4,0.2,3.6,12.7,78.7,85.5,8.7,12.5,93.2,32,16792,28.8,88866,74.8,11.8,359500,67885,2.64,34884,69297,9,4236,40712,2.2,15627,21265,0,0,2.4,0,6.5,26.9,662228,363644,1619711,9216,301718,190,1707.88,106,"Rep"
"131",27955,28122,-0.6,28122,7,26.7,14.9,49.6,90,1.2,2.9,3,0.2,2.7,40.4,53,86.6,17.2,36.1,72.3,14.6,1514,21.8,10917,63.1,13.3,217700,9628,2.87,22148,43023,18.8,453,4574,0.1,1353,1903,0,0,0,0,16.6,26.1,278276,148410,203958,7320,30980,30,1313.95,21.4,"Rep"
"132",134809,134623,0.1,134623,5.4,19.5,15.4,50,84,1.4,6.2,2.8,0.3,5.4,10.8,75.5,81.2,5.7,9.7,90.4,27.5,10437,17.5,62348,55.9,19.9,288300,53296,2.44,23540,41426,20.4,3169,32396,0.2,11071,14689,0,2.9,0,0,0,26.9,877020,0,1726357,13428,209017,234,3567.99,37.7,"Dem"
"133",150269,152982,-1.8,152982,7.9,27.5,9.1,44.8,81.3,7.3,3,4.4,0.3,3.6,53.2,33.7,81.1,20.1,42.8,71,12.9,10609,21.4,44864,51.8,19.7,176900,40785,3.28,18429,48133,21,1575,23441,0.6,4180,6194,0,1.1,6.8,0,27.1,35,2107702,0,1035901,7017,360069,434,1389.42,110.1,"Rep"
"134",64184,64665,-0.7,64665,5.8,20.4,20.6,50,87.7,2.1,4.1,1.4,0.3,4.5,19.1,72.1,80.7,8.6,14.2,85.4,16.2,6777,27.5,35657,62.7,7.7,183600,26505,2.38,21537,36548,25,1032,9233,1,3929,4961,0.9,0,0,0,0,31.6,0,0,557902,8630,68069,45,1256.46,51.5,"Dem"
"135",31749,34895,-9,34895,4.5,17,12.5,36.3,81.6,8.8,4.2,1.4,0.6,3.4,18.5,66,71.1,7,17.7,79.4,13.1,3119,19.4,12741,62.9,13.4,185500,9945,2.36,19931,53107,16.9,409,3947,12.5,1031,1829,0,0,0,0,0,20.3,0,0,260422,7440,29679,6,4541.18,7.7,"Rep"
"136",10116705,9818664,3,9818605,6.4,22.8,12.2,50.7,71.3,9.2,1.5,14.8,0.4,2.9,48.4,26.8,86.4,35.1,56.8,76.6,29.7,331642,29.3,3482516,46.9,42.2,420200,3230383,3.01,27749,55909,17.8,253227,3799831,3.8,945941,1046940,5.7,1.4,17.5,0.3,21.6,30.2,153343705,198435837,119111840,12236,20238148,17659,4057.88,2419.6,"Dem"
"137",154548,150865,2.4,150865,7.5,27.6,12.8,51.9,86,4.3,4.5,2.5,0.3,2.4,56.1,35.8,87.4,21.5,44.1,68.5,13.6,8266,25.5,49891,60.8,10.6,182000,42516,3.37,17847,45625,22.8,1883,25438,2.6,6970,9543,0,0,5.1,0,23.7,26.3,1452945,353109,1010216,6956,125079,214,2137.07,70.6,"Rep"
"138",260750,252409,3.3,252409,4.8,20.5,19.4,51.2,86,2.9,1.1,6.1,0.3,3.7,16,72.2,85,19,23,92.4,54.6,15439,28.6,112295,62.8,26.9,781900,102912,2.39,56791,90839,7.7,9654,98110,4,36468,42712,0.9,0,0,0,0,33.9,397211,2373072,4589300,18648,626574,390,520.31,485.1,"Dem"
"139",87869,87840,0,87841,6.2,21.9,18.9,50.2,86.3,1,6.3,2.2,0.3,4,24.1,66.2,84.2,12.5,21.2,85.2,22,6798,18.6,40718,58.2,12.5,323600,33878,2.52,23306,43469,20,2466,22157,2.6,8223,11015,0.3,1.9,0,0,0,27.6,773447,0,1259064,14716,194204,109,3506.34,25.1,"Dem"
"140",9023,9686,-6.8,9686,4.7,20.1,23.2,49.5,88.9,1.2,5.1,1.2,0.3,3.2,14.8,77.6,84.7,7.1,12.8,84.8,18.7,996,16.9,5238,68.8,4.8,164100,3983,2.23,21200,36212,21,158,1228,-7.3,555,893,0,0,0,0,0,0,0,0,53025,5827,8787,8,3917.77,2.5,"Rep"
"141",13997,14202,-1.4,14202,5,19.5,11.8,46.7,91.6,0.8,2.9,1.8,0.3,2.7,27.9,65.8,75.1,17,22.4,83.8,29.8,850,16.2,14002,55.6,45.3,344500,5268,2.65,28046,61757,8.5,562,6264,12.5,1346,2137,0,0,0,0,0,21.3,0,0,154316,12032,217352,29,3048.98,4.7,"Dem"
"142",431344,415057,3.9,415057,7.7,26.4,12,49,82.6,3.5,2.7,6.9,0.6,3.7,57.4,31.2,84.1,29.9,52.6,71,23,21572,22.5,140144,49.7,26.5,362400,125428,3.2,24775,59168,17,8408,101020,1.9,23865,31711,2.4,1.3,7.5,0,21.8,32.5,2227640,0,4541144,11293,1197083,361,3280.6,126.5,"Dem"
"143",141667,136530,3.8,136484,5.4,21.8,16.8,50.3,84.8,2.4,1.2,8.1,0.4,3.2,33.7,53.7,86,22.4,35,83.1,31.3,9410,23.6,55317,60.6,19.7,428600,49431,2.69,34795,70443,10.1,4043,58272,1.9,11274,12794,0,1.3,5.4,0,10.3,31.1,4529328,0,1665005,12619,620353,147,748.36,182.4,"Dem"
"144",3145515,3010269,4.5,3010232,6.1,23,13.1,50.6,73.5,2.1,1.1,19.6,0.4,3.3,34.3,42,84.9,30.4,45.5,83.8,36.8,131229,26.3,1072011,58.7,34.2,519600,995512,3.02,34057,75422,12.4,89496,1381148,2.4,278270,329380,1.3,1,19.2,0.3,12.4,28.4,49131942,97963621,45022513,15221,8247828,9291,790.57,3807.7,"Dem"
"145",371694,348494,6.7,348432,5.4,22.9,17.8,51.2,85.9,1.7,1.1,7.1,0.2,4,13.5,74.2,85.1,10.6,15,93.6,35.1,29780,26.9,157446,70.6,16.7,342000,132709,2.66,34886,72725,8.7,9707,129592,3.2,29974,36890,1.2,0,6.6,0,5.3,28.3,3023419,3898601,6180067,18622,773617,1990,1407.01,247.6,"Rep"
"146",18606,20007,-7,20007,4.4,17.2,24.7,49.8,90.9,1.2,3.2,1.1,0.1,3.5,8.4,84,85.9,5.1,9.7,89.9,22.6,2276,22.9,15692,69.7,6,243700,8997,2.13,29806,45794,15.2,593,3656,-2,1529,2277,0,0,0,0,0,23,130591,0,175272,8506,30078,32,2553.04,7.8,"Rep"
"147",2329271,2189757,6.4,2189641,6.8,26.3,13.2,50.3,80.5,7,1.9,6.8,0.4,3.4,47.4,37.4,82.8,21.9,39.9,79.6,20.5,135139,32,819936,66.5,16.3,231000,683144,3.21,23591,56529,16.2,34773,493307,3.4,152801,163248,5.2,0,8,0,24,30.4,13623526,16912263,24146447,11745,4835331,6761,7206.48,303.8,"Dem"
"148",1482026,1418742,4.5,1418788,6.7,24.4,12.8,51.1,64.6,10.9,1.5,15.8,1.2,6,22.5,46.6,79.8,19.9,31.2,85.9,28,94398,25.7,561842,56.7,26.7,234200,517243,2.72,26739,55064,17.6,27571,428475,5.5,95166,108950,6.4,1.2,14.9,0.3,8.5,32.1,7282833,15728050,15599967,11357,2252889,1761,964.64,1470.8,"Dem"
"149",58267,55269,5.4,55269,6.7,26.8,11.4,49.8,88.4,1.3,3.1,3.5,0.4,3.3,58.3,36,83.1,20.1,38.6,76.9,18.2,2715,30.2,18113,61.6,13.6,343000,16995,3.28,25914,66237,11.9,927,10161,7.2,3307,3652,0,0,0,0,0,30.3,630311,319609,352941,6475,50184,105,1388.71,39.8,"Dem"
"150",2112619,2035215,3.8,2035210,7.3,27.2,10.3,50.2,77.3,9.5,2,7.3,0.5,3.4,51.7,30.6,82.7,21.1,41.1,78.2,18.7,104576,29.9,708297,61.9,19.8,222300,603879,3.33,21332,54090,18.7,32426,538336,3.4,135455,151888,7.9,0,11.5,0.3,27.7,30.6,18907342,27579924,21717402,10897,2754662,3405,20056.94,101.5,"Dem"
"151",3263431,3095308,5.4,3095313,6.6,22.3,12.7,49.8,76.3,5.6,1.3,11.9,0.6,4.3,33.2,46.7,83.9,23.4,37.4,85.5,34.6,234211,24.4,1187625,53.8,35.8,402100,1076483,2.83,30668,62962,14.4,78379,1181133,2,246649,291124,2.9,1.3,10,0.3,15.2,29.9,27541073,33704921,38710620,13009,9551513,6875,4206.63,735.8,"Dem"
"152",715597,685308,4.4,685306,7.3,27.8,11.8,50.2,68.1,8.1,2,15.9,0.7,5.2,40.5,34,81.7,23.1,39.9,77.3,18.1,35277,29.4,237542,58.3,17.9,208000,215563,3.14,22589,53380,18.2,10668,166252,2.2,34735,41137,5.7,0,16.2,0.4,17.4,31,8272476,9001313,7109680,10687,745809,1265,1391.32,492.6,"Dem"
