"","PST045214","PST040210","PST120214","POP010210","AGE135214","AGE295214","AGE775214","SEX255214","RHI125214","RHI225214","RHI325214","RHI425214","RHI525214","RHI625214","RHI725214","RHI825214","POP715213","POP645213","POP815213","EDU635213","EDU685213","VET605213","LFE305213","HSG010214","HSG445213","HSG096213","HSG495213","HSD410213","HSD310213","INC910213","INC110213","PVY020213","BZA010213","BZA110213","BZA115213","NES010213","SBO001207","SBO315207","SBO115207","SBO215207","SBO515207","SBO415207","SBO015207","MAN450207","WTN220207","RTN130207","RTN131207","AFN120207","BPS030214","LND110210","POP060210","winner16"
"1797",14739,14075,4.7,14075,6.9,26.1,16.7,50.1,89.7,7.2,0.8,0.7,0,1.5,31.4,60,88.6,6.2,20.9,80.6,17.9,941,23.7,6591,77.7,8.2,84400,5212,2.69,23418,49528,12.7,298,4557,9.4,1005,1310,0,0,0,0,0,0,0,66985,133487,9533,9870,18,829.44,17,"Rep"
"1798",2204,2342,-5.9,2342,1.9,12,29.9,49.7,94.5,1.9,1.2,0.4,0,2,33.7,62.7,90.4,15.4,44.8,81.1,35.3,259,20.5,1616,74.7,2.3,104300,989,2.27,26958,49056,7.4,56,382,2.7,249,0,0,0,0,0,0,0,0,0,7132,3227,7053,0,2264.56,1,"Rep"
"1799",252235,252273,0,252273,6.8,23.7,13.4,48.8,59.3,34.3,1,3.9,0.1,1.5,18.9,42.5,84,10.7,20,82.4,17.8,17635,19,107234,64.1,22.2,96200,92634,2.55,23236,42568,21,5623,100836,-2.9,14983,17642,19.8,0.4,6.7,0,6.6,28.8,0,2852515,3973125,16453,387509,1061,876.3,287.9,"Rep"
"1800",5255,5300,-0.8,5300,9,30,15.8,49.8,97.2,0.8,0.6,0.7,0,0.7,91.6,6.7,86.8,11.7,81.9,66.1,10.9,304,27.9,2445,76.7,8.5,50700,1805,2.9,19212,36121,14,95,1369,-1.2,392,0,0,0,0,0,0,0,0,0,61626,12577,3600,0,1136.14,4.7,"Dem"
"1801",41353,40839,1.3,40838,8.1,28.2,14.1,50.6,96.5,1,1.1,0.6,0.1,0.8,79.7,18.7,86.1,4.5,50.2,70.5,11.1,2183,24.2,16220,72.7,9,69000,13728,2.96,20452,40585,21.7,940,16131,-3,2901,3523,0,0,0,0,0,23,0,193387,462397,11263,46050,26,864.97,47.2,"Dem"
"1802",157456,150943,4.3,150934,6.5,26.4,13.2,50,92.7,3.2,1,0.9,0.5,1.7,20,74,86,7,14.9,83.1,16.7,10784,29.9,59037,75.4,9.2,113900,52044,2.87,24816,57535,12,2631,35000,1.2,11416,13199,3,0.6,0,0,6.9,23.4,1441386,536239,1269633,8490,126352,960,724.69,208.3,"Rep"
"1803",14906,14824,0.6,14824,5.8,21.2,14.5,41.7,89,8.7,1.1,0.4,0,0.8,52.5,38.5,83,5.7,34.7,70.8,11.2,1196,21.7,5813,72.3,9.5,75000,4497,2.54,19899,42862,23.3,303,3634,17.9,970,1150,0,0,0,0,0,0,0,40670,101827,6766,8635,78,747.56,19.8,"Rep"
"1804",111236,103346,7.6,103350,6.9,27.6,11.8,50.8,85.4,10.7,1,1,0.1,1.8,19.4,67.5,83.7,7.3,15.5,82.5,17.6,6981,31.8,39192,77.8,7.3,129500,34922,2.97,24954,61194,13.3,1703,21734,3.4,9203,10231,0,0.9,0,0,0,27.2,1172591,443125,943809,9770,93663,219,780.7,132.4,"Rep"
"1805",38880,33415,16.4,33410,4.9,23.4,19.1,51.2,95.7,1.1,0.7,1,0.1,1.5,22.4,74.4,84.8,8.3,17.6,90,39.7,3749,26.7,15011,74.5,11.5,274400,12760,2.7,35827,73410,9.3,1112,10932,3.9,4656,5224,1.1,0,0,0,7.8,28,180918,285308,808099,25877,55776,380,662.45,50.4,"Rep"
"1806",785,808,-2.8,808,3.4,21.5,26.9,50.7,95.4,1.1,1.3,0,0.1,2,18.1,78.2,80.3,3.4,6.7,83.4,23.1,60,10.5,552,74.8,0,64300,401,2.15,24839,46875,8.6,17,0,0,64,91,0,0,0,0,0,0,0,0,0,0,0,0,902.51,0.9,"Rep"
"1807",50562,49625,1.9,49625,5.1,19.4,26.8,51.8,94,2,1.1,1,0.1,1.7,25.6,70.2,81.9,6.3,17.9,87.4,28.2,6283,19.6,24001,68.8,13.3,150700,20357,2.35,26334,43601,14.9,1383,15135,0.8,5077,6312,0,0,0,0,8.9,23.2,161752,0,719852,15159,97589,91,1103.32,45,"Rep"
"1808",4438,4607,-3.7,4607,4.9,19,26.5,50.7,96.8,0.5,1.1,0.7,0.1,0.8,25.5,72.3,86.5,7,21,79.1,17.6,410,16.5,3369,74.5,5.6,85100,1895,2.37,27502,43424,19.5,134,905,8.3,590,539,0,0,0,0,0,26.9,0,125,78662,17777,8162,5,1250.99,3.7,"Rep"
"1809",32190,32061,0.4,32061,7.3,24.5,12.4,48.8,90.8,4.4,0.8,2.4,0.2,1.5,71.7,21.6,80.3,7.4,49.5,74.1,23.6,2247,16.5,13249,57.1,20.2,74500,11241,2.68,18918,40566,24.5,567,7685,7,1517,2053,0,0,0,0,45,0,0,0,657070,21446,43247,36,881.31,36.4,"Dem"
"1810",13574,13977,-2.9,13977,8.3,28.3,16.3,50,91,5.1,1.8,0.4,0.1,1.7,54,40.3,83.1,9.8,36.9,70.2,14,597,14.5,6102,71.4,8,56900,4803,2.85,18744,36727,22.1,245,2536,-1.8,716,1038,0,0,0,0,0,15.9,0,84216,95775,6933,6963,7,1016.18,13.8,"Rep"
"1811",20156,19677,2.4,19677,5.9,23.4,18,50.8,90.2,4.1,1.2,1.3,0.3,2.9,18.9,73.1,83.2,7.1,14.8,86,19.8,3231,28.4,9001,74.9,6.3,129100,7289,2.68,23423,49277,16.9,386,3613,1.9,1376,1639,0,0,0,0,0,29,0,11547,207126,10008,16104,236,712.84,27.6,"Rep"
"1812",7474,6886,8.5,6886,6.7,20.7,13.2,41.3,96.8,1.1,0.8,0.5,0,0.8,84.4,13.9,82.5,7.7,62.4,52.9,5.1,267,27.6,2878,71.1,13.6,48200,1864,3.29,13307,26756,21.7,125,1856,6.7,592,424,0,0,0,0,34.7,30.2,0,0,79867,13480,5336,24,1486.69,4.6,"Dem"
"1813",16742,16610,0.8,16612,5.7,22.6,17.7,49.7,85.5,11.3,1.1,0.5,0.2,1.4,22.9,64.2,84.2,7.2,18.4,81.6,15.7,1392,27.4,7599,76.7,5.5,118400,6078,2.63,25123,51534,12.4,421,5426,15.4,1296,1826,0,0,0,0,0,14,128453,58172,162558,10056,13214,3,629.02,26.4,"Rep"
"1814",16861,16801,0.4,16801,6.7,22.3,23.4,50.4,89.5,7.5,0.8,0.8,0,1.4,14.2,76.3,90,5.6,10,82.9,14.8,1862,24.3,9537,83.9,3.1,90300,6349,2.63,24170,44452,17.7,362,4251,-0.2,1444,1647,0,0,0,0,0,0,0,92320,159859,9761,13118,0,1073.15,15.7,"Rep"
"1815",23524,23386,0.6,23384,6.3,23.1,17.5,48.1,78.5,18.1,1.1,0.6,0.1,1.6,20.8,59.6,85.4,9.5,17.5,79.3,12.4,1809,20.8,10555,75.2,6.5,83200,7929,2.72,19352,38823,21.5,407,5460,4.1,1326,1648,0,0,0,0,0,39.5,210827,27428,268348,11976,18247,4,905.29,25.8,"Rep"
"1816",19510,19301,1.1,19301,4.3,15.5,33.9,51.7,96,1.3,0.9,0.6,0,1.2,9.8,87.1,86.8,2.7,6.3,86.7,25.4,2750,23.7,14734,78,14.1,159000,8519,2.23,33634,44094,14.1,434,3529,7.1,2037,2875,0,0,0,0,0,0,0,94883,113011,6183,61053,202,934.03,20.7,"Rep"
"1817",293974,278831,5.4,278831,6.8,24.2,11.8,50.6,87,7.8,1.1,2.3,0.1,1.7,34,55.2,75.1,5.6,21.8,84.4,27.9,15832,16,121098,58.5,24.5,108700,105277,2.57,23773,44397,20.4,6918,107329,1.6,19619,23670,2.1,0.7,2,0,12.8,23.1,0,3707401,3924861,14929,0,2128,895.6,311.3,"Rep"
"1818",5771,5915,-2.4,5915,7.1,27.3,15.8,49.6,93.4,2.5,1.9,0.3,0,1.9,47.7,48.8,86.6,7.4,34.8,76.1,17.7,260,19.7,2675,71.4,6.6,70200,2179,2.63,21639,44375,20.2,85,632,-1.6,352,0,0,0,0,0,0,0,0,0,19743,3415,795,3,891.87,6.6,"Rep"
"1819",13861,13667,1.4,13664,5.7,21.5,14.7,42,76,20.3,1.1,0.8,0,1.7,22.2,56,86.8,5.9,18.3,78.8,12.5,874,26.7,5182,71.7,4.3,94200,3743,2.72,15131,41732,25.2,224,2826,17,960,0,0,0,0,0,0,0,0,31907,178851,13503,13114,4,466.07,29.3,"Rep"
"1820",5460,4799,13.8,4799,8.9,30.2,12.2,50.2,94.7,2.3,1.3,0.3,0.1,1.2,45.6,51.1,85.2,11.8,29.4,70.1,10.9,236,18.2,1863,74.8,4.5,72200,1555,3.13,20859,42607,15.8,99,1104,9.9,383,0,0,0,0,0,0,0,0,24422,45368,10274,0,3,914.94,5.2,"Rep"
"1821",4071,4012,1.5,4012,4.1,20.1,27.4,50.3,96.9,1,0.6,0.2,0.2,0.9,23.8,74.3,90.1,8.3,17,82,26.5,414,17.9,2747,83,2.8,170100,1699,2.37,27504,46865,13.6,134,828,0.2,566,827,0,0,0,0,0,0,0,41336,28978,7426,3659,4,928.8,4.3,"Rep"
"1822",57023,54258,5.1,54258,9,31.9,11.4,50.6,96.9,0.6,1.5,0.5,0,0.4,95.1,3.1,89.2,34.9,94.2,56.6,12.2,1159,20.3,18034,71.1,15.7,86300,15714,3.45,13668,31395,30.5,771,11360,-0.3,4427,4417,0,0,0,0,78,0,0,0,504755,9897,48530,99,1279.26,42.4,"Dem"
"1823",8199,8283,-1,8283,6.2,23.4,21.7,50.2,94.4,2.8,1,0.6,0,1.2,31.1,65.2,84.7,6.2,19.3,77.1,15,585,17.5,4282,76.7,7.8,69300,2967,2.75,20677,39194,16.6,217,2489,-1.1,713,1150,0,0,0,0,0,0,0,31149,104265,13357,8752,0,1065.6,7.8,"Rep"
"1824",243441,234906,3.6,234906,7.1,24.8,13.4,51.2,80.3,15.1,1.1,1.6,0.1,1.8,25.2,57.3,80.1,8.3,19.3,82.3,21.7,16215,18.8,97280,59.6,23.6,108300,84862,2.69,21660,41922,22,5022,96751,3.1,13846,16888,5.1,0.7,1.6,0,8.9,28.4,5888916,4606220,2942576,12892,375262,1468,1037.1,226.5,"Rep"
"1825",805,707,13.9,707,4.1,20.5,22.9,48.8,95,1.4,0.5,0.5,0,2.6,37.8,59.4,91.2,10.6,52.5,67,6.8,47,12.4,486,81.1,1.3,63200,254,2.43,27375,39500,19.2,36,424,35.5,111,87,0,0,0,0,0,0,0,0,0,0,0,0,1139.43,0.6,"Rep"
"1826",47894,46006,4.1,46006,5.5,23.9,15.5,48.4,93.9,2.8,1,0.9,0.1,1.2,50.9,44.9,89.4,5.5,34,80.5,20,4392,29.7,18080,78.1,5.6,112900,15284,2.86,22413,55326,17.7,687,6548,6.9,3142,3877,0,0,0,0,28.6,0,75313,189912,360081,8231,29785,49,1325.36,34.7,"Rep"
"1827",2147,2242,-4.2,2242,4.8,17.6,30.1,50,95.9,1.7,1.4,0.3,0.1,0.6,35.4,62.2,81.3,4.9,27.6,75.3,18.8,277,20.6,1702,72.1,2.7,56400,871,2.49,18253,31215,23.5,39,0,0,263,0,0,0,0,0,0,0,0,6667,16323,7758,0,0,902.03,2.5,"Rep"
"1828",24256,24758,-2,24757,6.3,24.8,19.4,50.3,86.7,10,1.2,0.7,0,1.3,25.5,63.2,85.9,4.6,15.1,81.2,14.4,1921,25.8,11374,68.4,7,78400,9330,2.58,21248,37391,19.2,398,4168,-0.6,1568,1834,0,0,0,0,0,26.9,0,87312,181361,7334,17678,10,1016.93,24.3,"Rep"
"1829",9076,9403,-3.5,9403,5.3,20,13.8,39.9,84.1,11.9,1.5,0.7,0.1,1.7,39.2,48.5,74.6,6.4,26.6,75.3,8.3,625,22.5,4049,74.6,5.7,45800,2748,2.53,15936,42045,11.7,143,1601,5.7,458,0,0,0,0,0,0,0,0,3384,55754,6003,3667,5,911.09,10.3,"Rep"
"1830",19416,19720,-1.5,19719,6,23,21.5,50.8,96,0.8,1.4,0.4,0,1.4,10.5,86.5,85.2,4.6,9.1,82,16.6,1847,25.5,10154,75.6,9,86000,8038,2.41,24699,44231,15.6,420,4722,4.3,1886,2204,0,0,0,0,0,31.5,0,38556,213681,10894,10935,0,930.91,21.2,"Rep"
"1831",22148,21904,1.1,21904,9.5,31.3,10.2,47.9,85.5,3,1.5,8.6,0.2,1.2,52.8,34.9,80.6,28.3,54.1,67.5,13.2,582,16.4,7983,72.8,12.6,85600,6820,3.2,19770,51181,15.4,460,8332,0.7,1013,1437,0,0,0,0,26,0,0,0,217873,10995,22995,16,899.69,24.3,"Rep"
"1832",1153,1210,-4.7,1210,3.7,19.9,28.4,48.4,95.1,2.1,1.7,0.9,0,0.2,16.5,79.9,83.5,2.5,10.5,86.8,18.1,74,17.8,779,66.3,3,59800,433,2.73,18828,35845,25.5,27,130,0,124,257,0,0,0,0,0,0,0,0,5220,4085,310,0,989.56,1.2,"Rep"
"1833",48195,47831,0.8,47735,7.3,26.2,16.2,50.5,81.5,14,1.1,0.8,0.9,1.7,25.6,58,85.1,11.3,20.5,78.6,16.5,3124,24.2,20459,67.8,11.1,79500,17466,2.68,20327,40795,21.1,940,13346,4.8,3141,3311,3.1,0,0.8,0,0,32.2,758537,285724,471758,9664,42653,23,1009.63,47.3,"Rep"
"1834",14138,14445,-2.1,14445,5.6,21.7,17.7,48.4,76.9,20.1,0.8,0.7,0,1.5,3.6,73.8,89.2,2.3,3.8,85.1,7.5,1518,33.7,7157,76.8,2.4,77500,4865,2.87,20431,37246,16.1,130,1115,-2,626,842,0,0,0,0,0,0,0,9995,50925,3704,1860,0,933.68,15.5,"Rep"
"1835",15093,15217,-0.8,15216,6.6,25.8,16.9,49.7,91.6,5.2,1,0.7,0,1.5,36,57.7,84.4,4.5,22.1,78.7,12.5,1008,17,7112,69.7,12.1,52200,5527,2.65,19002,36806,18.5,339,4277,1,985,940,0,0,0,0,0,0,224883,0,179695,12325,16810,0,912,16.7,"Rep"
"1836",10758,10223,5.2,10223,8.9,31.5,10.3,49.1,95.4,1,1.4,0.8,0,1.3,51.5,45.8,83.6,21.8,42.7,69.5,15.3,500,17.8,4057,70,9.8,80100,3736,2.78,23382,49964,17.3,374,4176,0.7,785,1073,0,0,0,0,0,0,0,139177,97444,10288,9184,7,917.63,11.1,"Rep"
"1837",2070,2052,0.9,2052,4,28.1,13.9,48.9,92.3,3.6,1.1,1.2,0,1.8,14.6,78.6,88.2,3.5,10.4,87.3,31.3,83,17.6,846,72.6,4.9,83700,748,2.35,22519,48929,14.2,38,505,-6.3,169,114,0,0,0,0,0,0,0,0,16797,8118,2919,0,1500.53,1.4,"Rep"
"1838",83433,81837,2,81837,6.7,24.7,15.1,50.5,87.8,8.8,0.7,1.1,0.1,1.5,6.9,81.6,85.8,2.2,5.3,86.2,13,6481,22.9,36080,76,9.1,91900,31162,2.62,24736,49507,14.4,1361,19530,1.8,4665,6682,6.1,0,0,0,0,26.8,0,114354,851995,10328,85256,428,333.67,245.3,"Rep"
"1839",23769,23796,-0.1,23796,6.4,24.2,16.9,50.5,81,16,0.6,0.5,0.1,1.7,9.1,73.1,87.4,4.1,6.7,83.5,11.8,1737,24.8,10972,81.4,2.6,83900,8873,2.63,26525,52453,12.7,487,7664,-12,1537,1651,0,0,0,0,0,26.8,264006,80032,221953,9638,18337,14,801.75,29.7,"Rep"
"1840",9908,10269,-3.5,10269,8.2,29.1,12.7,48.3,94.4,1.7,2,0.5,0.3,1,62.1,35.9,83.4,17.7,49.4,62.5,16.2,367,15,3785,71.2,4.7,86400,3215,3.12,19304,44943,21.3,207,3383,11.2,480,718,0,0,0,0,0,0,0,224947,39479,4199,1827,13,880.78,11.7,"Rep"
"1841",46079,45413,1.5,45413,5.6,20.5,19.9,46.4,84.1,11.4,2.2,0.7,0.1,1.4,14.4,71,85.5,6.4,13.3,76.9,11.3,4558,26.1,23934,79.6,3.1,78600,16980,2.44,19498,37855,20.2,712,8333,-1.6,3507,4518,0,0,0,0,0,28.3,98527,51110,445440,9587,33372,469,1057.09,43,"Rep"
"1842",121627,121073,0.5,121073,8.3,27.6,11.6,48.7,81.1,10.6,1.3,4.8,0.1,2,37.4,46.3,78.9,13.9,30.6,75.7,15.6,7520,18.3,49045,58.5,21,85900,42751,2.72,19861,37951,23.1,3630,60849,1.3,7985,10506,0,1.8,0,0,17,28,0,2064050,2489973,20620,326019,853,908.37,133.3,"Rep"
"1843",6976,7817,-10.8,7818,7.1,26,21,50.1,94.3,1.5,1.6,1.6,0,0.9,82.7,14,87.6,30.9,87.1,54.7,23.6,374,15.7,3824,71.9,11.2,48500,2616,2.88,16175,29634,24.8,130,1000,8.1,746,0,0,0,0,0,0,0,0,3170,42509,5616,5009,9,3855.24,2,"Dem"
"1844",128220,120725,6.2,120725,6.6,24.3,13.6,50.8,92.5,3.2,0.9,1.7,0.1,1.7,19.5,74.3,83.8,4.4,10.8,91.1,30.2,9293,19.2,53497,69.1,18.3,141900,48080,2.52,29124,58529,10.3,2397,32194,-0.7,9873,11877,0,0.3,0,0,5.6,26.7,0,0,1465538,12995,131874,62,911.54,132.4,"Rep"
"1845",3371,3309,1.9,3309,5.2,17.3,28.5,50.6,94.7,0.9,1.9,0.3,0.4,1.8,26.7,69.6,82.1,2.7,13.2,76.6,19.5,392,20.7,2597,76.8,0.2,102200,1127,2.89,17931,33885,20.2,78,541,-1.1,440,0,0,0,0,0,0,0,0,0,9440,3128,3662,0,699.2,4.7,"Rep"
"1846",12446,12864,-3.2,12860,5.2,20.2,22.8,51.7,79,17.4,1.5,0.3,0,1.7,7.2,73.1,84.9,3,5.5,76.7,14.5,1059,26.6,6855,70.8,7.7,69200,5052,2.47,19014,31712,16.1,169,1375,-6.1,862,1116,0,0,0,0,0,0,101783,15100,61221,4687,0,8,1036.58,12.4,"Rep"
"1847",14349,13783,4.1,13783,6,22.5,12,39.9,91.6,5.5,0.9,1.1,0.1,0.8,74.4,19.1,83.3,17.2,62.1,63.2,10.5,603,16.8,4624,75,9.7,40100,3542,3.31,15467,40571,21.9,214,2337,1.4,564,529,0,0,0,0,44.8,18,0,0,113223,10197,12449,3,2635.38,5.2,"Dem"
"1848",16500,16622,-0.7,16622,6.7,24.4,18.5,50.5,76,20.6,0.9,0.8,0.1,1.6,19.7,58.3,91.1,5.4,15.3,76.3,15.8,956,26.5,8541,71.2,8.8,77400,5851,2.79,21709,40601,20.7,278,2740,8.7,1209,1000,0,0,0,0,0,29.7,0,0,115236,7285,15197,9,855.68,19.4,"Rep"
"1849",87809,78337,12.1,78337,6.1,27.7,11.8,51,88.4,6.1,0.8,2.8,0.1,1.8,17,72.6,89.3,9.5,15.7,91.2,36.5,5062,30.8,30626,83.6,7.6,187800,26820,2.99,34617,86119,5.9,1885,20809,0.6,8134,8194,3.8,0,0,0,5.9,29.8,301261,0,946288,12797,105900,965,127.04,616.7,"Rep"
"1850",53923,53336,1.1,53330,6.5,23.2,15.1,47.1,78.9,17.7,1,0.7,0.1,1.6,16.1,64.3,81.8,6.4,13.2,79.8,13.8,4364,24.1,21366,76,6,93000,17772,2.73,21640,45752,17.8,834,12017,1,3057,3256,0,0,0,0,0,0,0,99785,354320,7313,29742,3,924.03,57.7,"Rep"
"1851",10350,10835,-4.5,10834,4.3,18.6,28.6,50.7,89.8,7.5,0.8,0.4,0,1.5,4.3,86.1,90.8,1.7,5,80.3,13.4,1488,28.8,8009,87.2,1.5,69300,4161,2.52,18762,32963,25.8,171,1310,-7.8,711,599,0,0,0,0,0,0,0,0,51907,5116,3346,0,491.39,22,"Rep"
"1852",8610,8864,-2.9,8865,6,20.4,25.3,51.3,74.7,22.8,0.6,0.5,0,1.5,7.4,68.3,90.6,1.7,4.5,77.2,12.4,901,26.5,5348,77.7,4.2,68100,3275,2.63,18695,28390,26.4,129,1165,0.3,516,494,0,0,0,0,0,0,0,6382,70092,8070,1381,0,530.66,16.7,"Rep"
"1853",66915,64807,3.3,64804,7.1,27.3,14.2,49.8,94.2,2.2,0.9,1.1,0.1,1.4,56,40.2,83.4,4.8,35.8,77,14.7,5350,22.3,27016,68.6,15.2,89800,22147,2.91,23373,50657,17,1044,15936,5,4259,5226,0,0,0,0,27.2,27.6,0,135182,621585,9101,77569,243,693.45,93.5,"Rep"
"1854",5622,6131,-8.3,6131,5.8,20.8,22.8,47.7,94.4,2.5,1.3,0.3,0,1.6,29.1,67.1,87.7,7.4,21.6,81,13.1,457,18.8,3168,79.4,3.9,71300,2035,2.67,18009,37743,15.2,147,804,-1.7,591,0,0,0,0,0,0,0,0,18078,60473,10246,4105,0,1135.3,5.4,"Rep"
"1855",3162,3461,-8.6,3461,5.8,29.2,15.1,48.9,95.4,1.8,0.6,0.5,0,1.7,52.2,45.4,88.1,13,34.2,76.3,21.9,169,23.8,1492,73.8,8.1,86400,1078,3.05,24787,50648,22.8,54,508,12.1,273,0,0,0,0,0,0,0,0,13063,10353,3770,333,1,1310.63,2.6,"Rep"
"1856",218842,209714,4.4,209714,7,24.9,15.5,51.7,78.1,17.9,0.8,1.5,0.1,1.6,18.7,60.7,81.2,9.1,16.9,85.2,24.5,15549,22.1,88440,67,17.1,120800,78459,2.64,25626,47432,16.7,5668,89369,3.7,17017,21265,7.2,0,0,0,6.9,22.2,5423538,922104,3110146,15706,337268,389,921.45,227.6,"Rep"
"1857",8694,8490,2.4,8490,5.1,23.5,18.1,50.7,94.2,1.2,1.3,1,0,2.3,19.4,76.8,82,7.4,16.4,84.4,29,774,26.4,3714,73.8,5.4,139900,3193,2.58,28134,55269,9.3,195,3482,5.9,707,810,0,0,0,0,0,18,0,14819,55179,7164,23122,18,186.46,45.5,"Rep"
"1858",9405,9630,-2.3,9630,5.4,22.3,19.1,47.7,94.7,2.6,1.1,0.5,0,1,22.9,73,80.6,5.9,15.6,80.6,15.6,624,17.4,4926,75.1,7.8,72400,3509,2.5,20535,41728,18.8,255,2276,-4,850,0,0,0,0,0,0,0,0,21378,78824,8334,6240,0,896.72,10.7,"Rep"
"1859",1339,1143,17.1,1143,5.5,26.7,16.7,47.8,94.3,1.3,1.8,0.1,0.1,2.3,38,57.8,89.5,11.6,27.5,76.9,22.3,23,20.1,615,66.2,1.8,71900,458,2.88,20157,50543,15.1,46,406,17,186,186,0,0,0,0,0,0,0,0,0,0,0,0,923.45,1.2,"Rep"
"1860",3972,4128,-3.8,4128,7.8,25.5,16.1,49.7,96.8,0.9,1,0.4,0,0.8,60.8,38.1,90.6,9.4,47.3,76.9,17.9,188,14.8,2023,65.1,8.4,80700,1445,2.79,27721,53806,7.3,139,1268,-4.4,402,0,0,0,0,0,0,0,0,29253,41916,9762,9712,0,1453.93,2.8,"Rep"
"1861",7581,7854,-3.5,7854,6.8,25.4,18.1,47.7,88.4,8.3,1.4,0.4,0.1,1.4,42.1,48.8,78.5,5.5,25.2,78.3,16.3,616,16.7,3207,73.1,7.8,62600,2604,2.75,17880,36753,23.1,148,1043,0.1,465,582,0,0,0,0,10.7,29.6,0,42385,35247,4619,4002,0,890.16,8.8,"Rep"
"1862",1945360,1809537,7.5,1809034,7.3,27.1,10.2,51.1,75.2,16.2,0.9,5.3,0.2,2.3,27.8,49.3,82.4,15.6,27.7,84.5,29.5,118263,26,739329,61.7,27.7,136400,659736,2.77,28266,56853,15.2,38782,729252,3.5,151025,158104,10.3,0.7,6.1,0,11.8,30,43337529,25801512,24931407,14582,3763516,8985,863.61,2094.7,"Rep"
"1863",135143,131510,2.8,131506,7.3,24.6,13.9,51.1,86.6,7.8,1,1.9,0.1,2.6,23.6,65.2,76.9,5.7,15,85.4,24.4,12003,16,56716,60.8,19.5,95800,49304,2.56,23141,44891,17.4,3379,53910,0.6,9461,12030,0,0,0,0,0,22.1,0,1079748,2063290,16305,246182,278,915.55,143.6,"Rep"
"1864",12739,12651,0.7,12651,7.9,26.9,14.6,47.2,91.9,5.2,1.1,0.6,0,1.2,53.2,41.3,79.7,9.8,35.9,69.1,15.5,490,20,4860,72.2,7.2,64900,4067,2.83,21201,37679,14,235,2423,-0.3,606,703,0,0,0,0,0,20.7,0,87341,133700,11012,9946,3,888.84,14.2,"Rep"
"1865",1608,1641,-2,1641,4.7,21.5,25.3,51,96.5,1.1,0.9,0.4,0,1.1,11.9,85.3,94.9,4.3,7,80.1,19.8,137,23.4,1079,72.7,3.8,57500,758,2.11,24086,39286,13.7,49,270,12,204,0,0,0,0,0,0,0,0,3416,6813,4195,0,0,912.55,1.8,"Rep"
"1866",32506,32334,0.5,32334,8,29.2,13.2,50.5,84.8,10.3,2.4,1,0.2,1.3,41.5,46.8,86.7,19.3,36.2,72.1,13.8,1752,18.2,12071,71.8,10.7,91600,10725,2.98,19356,42939,22,634,13703,-3.4,1636,2249,0,0,0,0,0,0,1291453,0,425109,14594,40665,22,406.05,79.6,"Rep"
"1867",116608,110224,5.8,110224,6.8,23.6,14.5,50.3,90.8,4.6,1.1,1.3,0.1,2,38.1,55.1,74.9,6.9,24,82.6,21.6,8975,16.9,47698,64.2,18.8,99000,42286,2.5,23712,44545,16.2,2738,39341,6.2,7901,10356,0,1.2,0,0,0,24.3,0,0,0,0,0,629,1521.97,72.4,"Rep"
"1868",14224,14675,-3.1,14585,4.7,19.6,25.3,51.8,87.3,9.8,0.8,0.4,0,1.6,9.2,78.7,92.6,4.2,6.7,81.3,9.9,1421,32.5,8747,81.4,3.7,80100,5091,2.81,18730,34555,16.1,182,1766,6.3,893,845,0,0,0,0,0,0,0,34025,57024,4067,11928,6,693.61,21,"Rep"
"1869",40354,39318,2.6,39309,6.3,24,17.1,50.5,87.8,8.5,1.1,0.5,0,2,7.9,80.8,87.2,3.3,5.8,82.5,13.3,3528,27.6,16750,78.3,7.1,89400,14286,2.73,22483,46600,15.8,464,4409,-4,2725,3201,0,0,0,0,0,0,0,58405,216729,5777,20243,21,582.95,67.4,"Rep"
"1870",52910,52582,0.6,52579,5.6,23.5,19.8,50.9,93.8,3.1,1,0.5,0.1,1.6,10.2,84.4,89.5,4.4,8,81.2,13.5,4789,33.2,22876,77.9,4.5,96900,19064,2.71,21920,43439,16.4,836,7950,-0.7,4076,4434,0,0,0,0,0,24.8,119886,50115,410538,7915,32941,89,842.56,62.4,"Rep"
"1871",91081,86793,4.9,86793,7.2,25.8,14.6,50.9,89.4,6.9,0.9,1.4,0.1,1.4,45.3,46.2,80.6,5.6,24.8,81.8,16.3,6105,20.3,36032,65.4,19.3,110200,32072,2.71,24700,50364,16.9,2373,34376,9,5993,8164,0,0,3.5,0,22.1,23.2,0,651068,1434272,16648,130821,835,882.14,98.4,"Rep"
"1872",46820,43237,8.3,43205,6.3,24,11.5,50.2,70.5,25.6,1.6,0.8,0.1,1.4,29.8,43.3,85.5,12.9,23.7,80.9,19,2256,31,16122,67.9,12.2,133400,13601,2.97,22412,50097,20.4,699,10266,4.6,3205,3430,5.6,0,0,0,0,22.8,0,451592,593065,16554,24703,82,513.43,84.1,"Rep"
"1873",11625,10658,9.1,10658,8,28,14.1,50.3,90.8,4.9,1.7,0.7,0.1,1.8,51.5,42.2,86.4,7.3,35.4,71.9,12.5,854,18.5,4734,72.2,10.6,57300,3938,2.69,22278,42568,20.4,299,3748,8.6,681,980,0,0,0,0,0,0,0,52031,94619,9327,8862,19,835.6,12.8,"Rep"
